order_id,line_no,product_id,quantity,unit_price,line_total,return_flag,refund_amount
dd18a85c-c526-405c-958b-fc866b854aa9,1,B2-PROD000002,1,76.89,76.89,False,
dd18a85c-c526-405c-958b-fc866b854aa9,2,B23-PROD000012,1,11.3,11.3,True,10.65
dd18a85c-c526-405c-958b-fc866b854aa9,3,B18-PROD000005,1,3.8,3.8,False,
5ea8d614-3b5e-4d2a-937a-2478e5e2acad,1,B10-PROD000016,4,32.38,129.54,False,
5ea8d614-3b5e-4d2a-937a-2478e5e2acad,2,B13-PROD000008,1,26.62,26.62,False,
5ea8d614-3b5e-4d2a-937a-2478e5e2acad,3,B17-PROD000017,1,7.9,7.9,False,
fa94a259-8ee6-4fef-98e5-917334713b13,1,B6-PROD000002,2,14.16,28.32,False,
24753475-9018-43f8-b829-036763322278,1,B10-PROD000017,2,13.7,27.41,False,
24753475-9018-43f8-b829-036763322278,2,B8-PROD000019,1,287.75,287.75,True,240.51
24753475-9018-43f8-b829-036763322278,3,B1-PROD000010,1,92.66,92.66,False,
24753475-9018-43f8-b829-036763322278,4,B23-PROD000003,1,42.81,42.81,False,
24753475-9018-43f8-b829-036763322278,5,PROD000013,1,11.15,11.15,False,
65129bab-7ad8-446f-82db-c2ec60ce131d,1,B3-PROD000020,1,149.16,149.16,False,
65129bab-7ad8-446f-82db-c2ec60ce131d,2,B3-PROD000010,3,13.05,39.15,False,
65129bab-7ad8-446f-82db-c2ec60ce131d,3,B18-PROD000013,1,6.11,6.11,False,
65129bab-7ad8-446f-82db-c2ec60ce131d,4,B1-PROD000014,1,1.1,1.1,False,
65129bab-7ad8-446f-82db-c2ec60ce131d,5,B8-PROD000004,1,0.41,0.41,False,
fba0c45d-8344-49f9-803f-1f2d5906b4ac,1,B3-PROD000010,1,27.31,27.31,False,
67143544-e5d6-48da-ac3c-9a584f297140,1,B21-PROD000116,2,31.76,63.53,False,
67143544-e5d6-48da-ac3c-9a584f297140,2,B21-PROD000114,1,10.63,10.63,False,
67143544-e5d6-48da-ac3c-9a584f297140,3,B17-PROD000007,1,2.19,2.19,False,
89daa4ce-b89a-4c0c-be87-8bc736540536,1,B6-PROD000018,1,45.68,45.68,False,
89daa4ce-b89a-4c0c-be87-8bc736540536,2,B1-PROD000017,2,4.01,8.03,False,
4f5cc0d3-5d4c-4fcd-bf00-108e04cba886,1,B1-PROD000020,6,21.56,129.34,False,
4f5cc0d3-5d4c-4fcd-bf00-108e04cba886,2,B13-PROD000006,1,23.08,23.08,False,
4f5cc0d3-5d4c-4fcd-bf00-108e04cba886,3,B21-PROD000113,2,2.28,4.55,False,
4f5cc0d3-5d4c-4fcd-bf00-108e04cba886,4,PROD000012,3,0.49,1.46,True,1.08
6eac39f1-8d3b-4216-9460-1b463488b661,1,B10-PROD000010,1,75.55,75.55,False,
6eac39f1-8d3b-4216-9460-1b463488b661,2,B17-PROD000019,1,87.63,87.63,False,
6eac39f1-8d3b-4216-9460-1b463488b661,3,B1-PROD000006,1,180.74,180.74,False,
6eac39f1-8d3b-4216-9460-1b463488b661,4,B17-PROD000001,1,75.3,75.3,True,74.33
6eac39f1-8d3b-4216-9460-1b463488b661,5,B15-PROD000013,1,13.06,13.06,False,
6eac39f1-8d3b-4216-9460-1b463488b661,6,B3-PROD000006,1,2.11,2.11,False,
2ac8619e-12ed-4a44-b38d-adce9a5d6baa,1,B15-PROD000017,1,63.32,63.32,False,
2ac8619e-12ed-4a44-b38d-adce9a5d6baa,2,PROD000101,2,4.65,9.3,False,
2ac8619e-12ed-4a44-b38d-adce9a5d6baa,3,B13-PROD000015,2,0.76,1.52,False,
af73abb4-14e3-474f-bd10-563a5fff44a7,1,B6-PROD000010,1,43.99,43.99,False,
af73abb4-14e3-474f-bd10-563a5fff44a7,2,B15-PROD000002,1,7.05,7.05,False,
af73abb4-14e3-474f-bd10-563a5fff44a7,3,B15-PROD000007,1,0.91,0.91,False,
af73abb4-14e3-474f-bd10-563a5fff44a7,4,B6-PROD000009,3,0.1,0.3,False,
441f7bb3-556d-4a75-ad33-6faee8bf2cfa,1,B10-PROD000004,1,128.3,128.3,False,
441f7bb3-556d-4a75-ad33-6faee8bf2cfa,2,B17-PROD000010,1,229.12,229.12,False,
441f7bb3-556d-4a75-ad33-6faee8bf2cfa,3,B2-PROD000010,1,21.19,21.19,False,
441f7bb3-556d-4a75-ad33-6faee8bf2cfa,4,B13-PROD000004,2,11.92,23.85,False,
092880ba-7586-4d16-9d20-4b094fd75ba0,1,PROD000113,1,40.36,40.36,False,
2e3a2a8e-3c1b-4389-a18d-abfc16d342fd,1,B2-PROD000007,1,24.77,24.77,True,20.21
2e3a2a8e-3c1b-4389-a18d-abfc16d342fd,2,B21-PROD000114,2,59.98,119.97,False,
f6eff9d5-781d-4423-b591-c586543221ec,1,B17-PROD000014,1,110.13,110.13,False,
f6eff9d5-781d-4423-b591-c586543221ec,2,B13-PROD000002,1,26.24,26.24,False,
f6eff9d5-781d-4423-b591-c586543221ec,3,B13-PROD000011,2,3.67,7.34,False,
f6eff9d5-781d-4423-b591-c586543221ec,4,B18-PROD000008,5,0.35,1.77,False,
ab141634-4dd6-4782-8477-5eda8940e9b2,1,PROD000012,1,172.54,172.54,False,
ab141634-4dd6-4782-8477-5eda8940e9b2,2,B3-PROD000007,1,27.6,27.6,False,
ab141634-4dd6-4782-8477-5eda8940e9b2,3,B8-PROD000005,1,5.85,5.85,False,
ab141634-4dd6-4782-8477-5eda8940e9b2,4,B2-PROD000012,3,0.44,1.32,False,
ab141634-4dd6-4782-8477-5eda8940e9b2,5,B1-PROD000001,3,0.07,0.2,False,
ab141634-4dd6-4782-8477-5eda8940e9b2,6,B3-PROD000004,1,0.04,0.04,False,
c85d52e9-6da3-46a6-9a10-574125f72180,1,PROD000006,1,80.7,80.7,False,
c85d52e9-6da3-46a6-9a10-574125f72180,2,B17-PROD000014,4,4.42,17.69,False,
c85d52e9-6da3-46a6-9a10-574125f72180,3,B23-PROD000002,3,1.24,3.71,False,
c85d52e9-6da3-46a6-9a10-574125f72180,4,B17-PROD000020,1,1.3,1.3,False,
b0f91ab6-9401-492a-913b-0314e80425d0,1,B17-PROD000006,3,26.85,80.56,False,
b0f91ab6-9401-492a-913b-0314e80425d0,2,B18-PROD000008,1,10.36,10.36,False,
b0f91ab6-9401-492a-913b-0314e80425d0,3,B10-PROD000004,3,1.3,3.91,False,
ca54cd0c-6cb9-4bba-9d56-3912338e00e0,1,B21-PROD000107,1,114.87,114.87,False,
ca54cd0c-6cb9-4bba-9d56-3912338e00e0,2,B17-PROD000019,2,8.23,16.46,True,11.8
ca54cd0c-6cb9-4bba-9d56-3912338e00e0,3,B17-PROD000010,2,1.14,2.27,False,
ca54cd0c-6cb9-4bba-9d56-3912338e00e0,4,B15-PROD000005,1,0.51,0.51,True,0.48
ca54cd0c-6cb9-4bba-9d56-3912338e00e0,5,B18-PROD000002,2,0.1,0.2,False,
e2de38d0-d080-4333-8ee1-fe8040f2ae10,1,B2-PROD000009,4,16.82,67.29,True,50.58
e2de38d0-d080-4333-8ee1-fe8040f2ae10,2,B3-PROD000013,2,3.88,7.77,True,7.27
e2de38d0-d080-4333-8ee1-fe8040f2ae10,3,B18-PROD000012,1,1.81,1.81,False,
e2de38d0-d080-4333-8ee1-fe8040f2ae10,4,B18-PROD000018,2,0.18,0.37,False,
e2de38d0-d080-4333-8ee1-fe8040f2ae10,5,B8-PROD000014,1,0.09,0.09,False,
74a4357c-d932-4eef-b826-22c1825fd78a,1,PROD000118,2,79.89,159.78,False,
74a4357c-d932-4eef-b826-22c1825fd78a,2,B6-PROD000001,1,46.56,46.56,False,
74a4357c-d932-4eef-b826-22c1825fd78a,3,B18-PROD000006,5,1.58,7.92,False,
74a4357c-d932-4eef-b826-22c1825fd78a,4,B18-PROD000018,2,0.97,1.94,False,
74a4357c-d932-4eef-b826-22c1825fd78a,5,B21-PROD000107,3,0.16,0.47,False,
74a4357c-d932-4eef-b826-22c1825fd78a,6,B13-PROD000020,1,0.08,0.08,False,
74a4357c-d932-4eef-b826-22c1825fd78a,7,PROD000003,1,0.03,0.03,False,
2ae8a677-900c-4193-8514-d0094313b93b,1,B1-PROD000003,1,43.63,43.63,True,38.52
2ae8a677-900c-4193-8514-d0094313b93b,2,B17-PROD000011,1,8.55,8.55,True,7.38
03785bea-b426-4414-a805-09ac72f6b503,1,B21-PROD000112,1,38.29,38.29,False,
03785bea-b426-4414-a805-09ac72f6b503,2,B15-PROD000017,2,50.0,100.01,True,80.35
03785bea-b426-4414-a805-09ac72f6b503,3,B13-PROD000016,1,33.46,33.46,False,
a3085db2-2daf-4e4f-a40c-2dfd9b00e93c,1,B6-PROD000015,2,18.16,36.33,False,
a3085db2-2daf-4e4f-a40c-2dfd9b00e93c,2,B10-PROD000008,1,79.88,79.88,False,
a3085db2-2daf-4e4f-a40c-2dfd9b00e93c,3,B6-PROD000018,2,11.46,22.93,False,
0eb91074-54cf-42f5-afc7-490792dfbbd5,1,B21-PROD000115,1,113.59,113.59,False,
0eb91074-54cf-42f5-afc7-490792dfbbd5,2,B10-PROD000009,6,2.64,15.83,True,11.76
0daf8a59-31ff-413e-a691-74c5d8c1b86c,1,B15-PROD000019,2,20.53,41.06,True,41.06
0daf8a59-31ff-413e-a691-74c5d8c1b86c,2,B2-PROD000008,1,13.68,13.68,False,
0daf8a59-31ff-413e-a691-74c5d8c1b86c,3,PROD000101,6,24.74,148.47,False,
0daf8a59-31ff-413e-a691-74c5d8c1b86c,4,B13-PROD000009,2,11.31,22.62,True,21.04
0daf8a59-31ff-413e-a691-74c5d8c1b86c,5,B8-PROD000016,2,1.72,3.45,True,2.98
f25127f0-2afc-4731-9fbd-a2d51f06ac84,1,B17-PROD000014,2,17.32,34.64,False,
f25127f0-2afc-4731-9fbd-a2d51f06ac84,2,B1-PROD000002,3,4.01,12.03,False,
3fcda6af-e11c-42c8-9a16-7ebdf2ec9085,1,PROD000014,3,19.31,57.92,False,
3fcda6af-e11c-42c8-9a16-7ebdf2ec9085,2,B17-PROD000009,1,8.59,8.59,False,
3fcda6af-e11c-42c8-9a16-7ebdf2ec9085,3,B23-PROD000017,1,2.87,2.87,False,
025fc6bc-6c9c-42cf-834f-343d894e334a,1,B6-PROD000010,2,58.12,116.23,False,
025fc6bc-6c9c-42cf-834f-343d894e334a,2,B17-PROD000010,1,15.96,15.96,True,12.52
025fc6bc-6c9c-42cf-834f-343d894e334a,3,B23-PROD000006,2,3.07,6.14,False,
5841b900-2a39-4b23-9c6b-34efe76c9f67,1,PROD000008,1,57.27,57.27,False,
5841b900-2a39-4b23-9c6b-34efe76c9f67,2,B23-PROD000018,1,11.99,11.99,False,
5841b900-2a39-4b23-9c6b-34efe76c9f67,3,B6-PROD000011,4,0.74,2.97,False,
5841b900-2a39-4b23-9c6b-34efe76c9f67,4,B21-PROD000117,1,0.89,0.89,False,
5841b900-2a39-4b23-9c6b-34efe76c9f67,5,B2-PROD000011,1,0.25,0.25,False,
dbfedab0-eb70-4f42-8cc9-08cb3e5d482e,1,B10-PROD000011,1,37.13,37.13,False,
dbfedab0-eb70-4f42-8cc9-08cb3e5d482e,2,B17-PROD000017,2,6.02,12.05,False,
dbfedab0-eb70-4f42-8cc9-08cb3e5d482e,3,B18-PROD000002,1,2.61,2.61,False,
7aaf33fd-8cd0-47cb-9ffa-0af4a153eb2a,1,PROD000118,1,95.39,95.39,False,
7aaf33fd-8cd0-47cb-9ffa-0af4a153eb2a,2,B17-PROD000004,1,13.36,13.36,False,
7aaf33fd-8cd0-47cb-9ffa-0af4a153eb2a,3,B3-PROD000018,1,2.76,2.76,False,
771ee8b7-3f82-49c8-b53c-2f54e2bc13bc,1,B23-PROD000012,1,79.88,79.88,False,
771ee8b7-3f82-49c8-b53c-2f54e2bc13bc,2,B17-PROD000004,1,24.2,24.2,False,
771ee8b7-3f82-49c8-b53c-2f54e2bc13bc,3,B23-PROD000016,2,1.58,3.16,False,
771ee8b7-3f82-49c8-b53c-2f54e2bc13bc,4,B13-PROD000020,1,0.76,0.76,False,
771ee8b7-3f82-49c8-b53c-2f54e2bc13bc,5,B10-PROD000004,1,0.16,0.16,False,
93c080c5-bca2-4947-8cee-96f2887de885,1,PROD000108,1,22.65,22.65,False,
93c080c5-bca2-4947-8cee-96f2887de885,2,B17-PROD000016,1,6.04,6.04,False,
bc433542-1986-4466-88d5-2ad39d30317e,1,B2-PROD000011,2,85.34,170.69,False,
bc433542-1986-4466-88d5-2ad39d30317e,2,B2-PROD000017,1,18.61,18.61,False,
bc433542-1986-4466-88d5-2ad39d30317e,3,B1-PROD000012,1,5.01,5.01,False,
f226e397-5dfd-43fa-b915-cf7dbaca5f89,1,B23-PROD000001,2,28.03,56.06,True,46.23
f226e397-5dfd-43fa-b915-cf7dbaca5f89,2,PROD000106,1,13.46,13.46,False,
f226e397-5dfd-43fa-b915-cf7dbaca5f89,3,B17-PROD000010,3,1.61,4.82,True,3.8
0568d56a-a726-48af-a0c4-ca56058c5175,1,B13-PROD000003,1,34.18,34.18,False,
3d15c538-d5e9-48ff-9594-59640a04dd0f,1,B13-PROD000007,2,37.43,74.86,False,
3d15c538-d5e9-48ff-9594-59640a04dd0f,2,PROD000003,1,21.27,21.27,True,20.62
3d15c538-d5e9-48ff-9594-59640a04dd0f,3,B10-PROD000017,1,3.0,3.0,False,
4ff07a4a-d330-4b7b-ba1c-a1491366e99f,1,B1-PROD000020,1,34.85,34.85,False,
4ff07a4a-d330-4b7b-ba1c-a1491366e99f,2,B10-PROD000005,1,12.95,12.95,False,
749653f0-cec7-4f62-a280-6c9212837fd7,1,B2-PROD000014,1,324.1,324.1,False,
749653f0-cec7-4f62-a280-6c9212837fd7,2,B17-PROD000007,1,45.01,45.01,True,35.13
749653f0-cec7-4f62-a280-6c9212837fd7,3,B15-PROD000001,1,7.36,7.36,False,
749653f0-cec7-4f62-a280-6c9212837fd7,4,B6-PROD000009,2,0.48,0.95,False,
749653f0-cec7-4f62-a280-6c9212837fd7,5,B13-PROD000004,1,0.24,0.24,False,
98de1b9c-9caf-4032-9f44-c409a9330645,1,B1-PROD000013,5,52.3,261.51,False,
98de1b9c-9caf-4032-9f44-c409a9330645,2,B6-PROD000017,1,32.68,32.68,False,
98de1b9c-9caf-4032-9f44-c409a9330645,3,PROD000112,3,13.81,41.43,False,
98de1b9c-9caf-4032-9f44-c409a9330645,4,B18-PROD000003,3,1.73,5.19,False,
98de1b9c-9caf-4032-9f44-c409a9330645,5,PROD000009,1,1.46,1.46,True,1.27
98de1b9c-9caf-4032-9f44-c409a9330645,6,PROD000007,2,0.09,0.18,False,
98de1b9c-9caf-4032-9f44-c409a9330645,7,B13-PROD000005,1,0.03,0.03000000000000022,False,
98de1b9c-9caf-4032-9f44-c409a9330645,8,B10-PROD000016,1,0.01,0.01,False,
98de1b9c-9caf-4032-9f44-c409a9330645,9,B10-PROD000005,1,0.01,0.01,False,
98de1b9c-9caf-4032-9f44-c409a9330645,10,B6-PROD000005,4,0.0,0.01,False,
43962f92-32d3-443d-9652-9ff23ef3e7da,1,B21-PROD000117,1,66.97,66.97,False,
43962f92-32d3-443d-9652-9ff23ef3e7da,2,B21-PROD000106,3,18.98,56.95,False,
43962f92-32d3-443d-9652-9ff23ef3e7da,3,B15-PROD000015,1,19.22,19.22,False,
45368ed9-1352-458a-8775-b7f805ab1782,1,B17-PROD000008,1,37.14,37.14,False,
45368ed9-1352-458a-8775-b7f805ab1782,2,B8-PROD000009,2,37.9,75.81,False,
45368ed9-1352-458a-8775-b7f805ab1782,3,B3-PROD000012,2,6.94,13.89,False,
04d005b8-fc21-4295-89ea-99bdd68a453b,1,PROD000019,5,37.99,189.94,False,
04d005b8-fc21-4295-89ea-99bdd68a453b,2,B23-PROD000008,2,21.02,42.05,False,
04d005b8-fc21-4295-89ea-99bdd68a453b,3,B21-PROD000103,1,9.58,9.58,False,
04d005b8-fc21-4295-89ea-99bdd68a453b,4,B8-PROD000012,1,3.42,3.42,True,3.38
ba410df5-2afe-495a-8e47-8d0ec0ca6372,1,B2-PROD000003,2,9.85,19.69,False,
ba410df5-2afe-495a-8e47-8d0ec0ca6372,2,B6-PROD000008,1,4.81,4.81,False,
b70bd1a1-b251-4abc-9936-9bad75dbc96b,1,B17-PROD000004,3,26.84,80.53,False,
b70bd1a1-b251-4abc-9936-9bad75dbc96b,2,PROD000120,4,2.63,10.53,False,
b70bd1a1-b251-4abc-9936-9bad75dbc96b,3,B3-PROD000010,1,1.79,1.79,False,
46002bba-f29e-45e7-9112-42a63442957d,1,B6-PROD000005,1,142.43,142.43,True,123.98
46002bba-f29e-45e7-9112-42a63442957d,2,B2-PROD000005,1,25.86,25.86,False,
46002bba-f29e-45e7-9112-42a63442957d,3,B1-PROD000020,1,3.04,3.04,False,
46002bba-f29e-45e7-9112-42a63442957d,4,B21-PROD000112,1,0.48,0.48,False,
46002bba-f29e-45e7-9112-42a63442957d,5,B18-PROD000014,1,0.1,0.1,False,
46002bba-f29e-45e7-9112-42a63442957d,6,B10-PROD000020,2,0.01,0.02,False,
d6af6511-23f7-43cc-8125-82629bb4d4fa,1,B23-PROD000003,1,65.64,65.64,False,
d6af6511-23f7-43cc-8125-82629bb4d4fa,2,B23-PROD000009,4,4.94,19.75,True,15.07
d6af6511-23f7-43cc-8125-82629bb4d4fa,3,B23-PROD000012,1,2.42,2.42,False,
d6af6511-23f7-43cc-8125-82629bb4d4fa,4,B15-PROD000016,2,0.36,0.73,False,
957f3c17-7bc6-49e5-bd6a-4c225e5a819e,1,B6-PROD000002,4,14.02,56.09,False,
957f3c17-7bc6-49e5-bd6a-4c225e5a819e,2,B2-PROD000013,1,7.27,7.27,False,
957f3c17-7bc6-49e5-bd6a-4c225e5a819e,3,B8-PROD000014,1,2.28,2.28,False,
957f3c17-7bc6-49e5-bd6a-4c225e5a819e,4,B18-PROD000005,5,0.08,0.39,False,
0514a2eb-05c5-4872-bdf4-23b13a4b345c,1,B13-PROD000001,1,99.49,99.49,False,
0514a2eb-05c5-4872-bdf4-23b13a4b345c,2,B3-PROD000007,1,21.06,21.06,False,
0514a2eb-05c5-4872-bdf4-23b13a4b345c,3,B15-PROD000006,1,5.15,5.15,False,
8912cc21-7522-47af-b7db-c2f6557eef28,1,B8-PROD000011,1,70.55,70.55,False,
8912cc21-7522-47af-b7db-c2f6557eef28,2,B1-PROD000017,2,7.18,14.37,False,
44826412-5255-48c7-b18b-7ebf8f2faf87,1,B21-PROD000107,1,81.74,81.74,False,
44826412-5255-48c7-b18b-7ebf8f2faf87,2,B8-PROD000020,2,8.28,16.57,False,
44826412-5255-48c7-b18b-7ebf8f2faf87,3,B17-PROD000017,1,5.58,5.58,False,
8519ffbc-9c80-44e4-a73d-b0abd1c1bc7f,1,B8-PROD000001,1,56.14,56.14,False,
8519ffbc-9c80-44e4-a73d-b0abd1c1bc7f,2,B3-PROD000005,2,5.04,10.09,False,
c714502b-383a-44af-ad8d-412b71466b6a,1,B23-PROD000017,1,89.42,89.42,False,
c714502b-383a-44af-ad8d-412b71466b6a,2,B15-PROD000007,1,217.71,217.71,False,
c714502b-383a-44af-ad8d-412b71466b6a,3,B8-PROD000012,2,47.84,95.67,False,
c714502b-383a-44af-ad8d-412b71466b6a,4,B21-PROD000114,1,42.19,42.19,False,
c714502b-383a-44af-ad8d-412b71466b6a,5,B18-PROD000005,1,7.13,7.13,False,
c714502b-383a-44af-ad8d-412b71466b6a,6,B18-PROD000010,1,1.48,1.48,False,
f75fc3eb-4477-4833-84e8-18cb3e8a57cd,1,B8-PROD000017,2,70.55,141.1,True,138.18
f75fc3eb-4477-4833-84e8-18cb3e8a57cd,2,B8-PROD000008,2,11.46,22.91,False,
f75fc3eb-4477-4833-84e8-18cb3e8a57cd,3,B18-PROD000007,1,8.67,8.67,False,
100eb0a8-0637-45b7-9f34-349d87325d03,1,B8-PROD000018,1,48.0,48.0,False,
100eb0a8-0637-45b7-9f34-349d87325d03,2,PROD000110,3,1.96,5.87,False,
100eb0a8-0637-45b7-9f34-349d87325d03,3,B10-PROD000003,1,1.21,1.21,False,
bc4c84c7-526b-4115-a0dc-cb3e53a48f2d,1,B21-PROD000102,1,86.59,86.59,False,
bc4c84c7-526b-4115-a0dc-cb3e53a48f2d,2,B1-PROD000002,1,20.85,20.85,True,15.03
beb45899-7fc8-447b-b569-88759446e233,1,B2-PROD000014,1,108.44,108.44,False,
beb45899-7fc8-447b-b569-88759446e233,2,B17-PROD000003,1,19.12,19.12,False,
beb45899-7fc8-447b-b569-88759446e233,3,PROD000009,1,6.78,6.78,False,
f2e3f481-6107-4af5-a444-92e46d8d7619,1,B18-PROD000019,1,72.42,72.42,False,
f2e3f481-6107-4af5-a444-92e46d8d7619,2,B3-PROD000009,1,73.04,73.04,False,
f2e3f481-6107-4af5-a444-92e46d8d7619,3,B17-PROD000008,1,31.62,31.62,False,
f2e3f481-6107-4af5-a444-92e46d8d7619,4,B6-PROD000011,1,87.14,87.14,False,
78abc39e-c9b6-4f63-94c5-d15f2c26cde5,1,B15-PROD000003,3,15.85,47.54,False,
78abc39e-c9b6-4f63-94c5-d15f2c26cde5,2,PROD000115,2,4.2,8.41,False,
78abc39e-c9b6-4f63-94c5-d15f2c26cde5,3,B8-PROD000009,1,1.72,1.72,False,
3b902a28-67d3-44c2-892e-627f4db1c409,1,B23-PROD000009,2,31.46,62.92,False,
3b902a28-67d3-44c2-892e-627f4db1c409,2,B18-PROD000003,1,13.44,13.44,False,
3b902a28-67d3-44c2-892e-627f4db1c409,3,PROD000108,1,3.09,3.09,False,
3b902a28-67d3-44c2-892e-627f4db1c409,4,PROD000118,1,0.42,0.42,False,
3b902a28-67d3-44c2-892e-627f4db1c409,5,B13-PROD000004,1,0.08,0.08,False,
41a504de-1b30-4201-9658-2ef381f6abcf,1,B23-PROD000003,3,52.68,158.03,False,
41a504de-1b30-4201-9658-2ef381f6abcf,2,B15-PROD000011,1,28.42,28.42,False,
41a504de-1b30-4201-9658-2ef381f6abcf,3,B2-PROD000005,2,1.76,3.52,False,
41a504de-1b30-4201-9658-2ef381f6abcf,4,B13-PROD000001,2,0.51,1.02,False,
8e2652ba-d007-4a88-849e-e1d5dce89ee7,1,B2-PROD000001,1,44.21,44.21,False,
8e2652ba-d007-4a88-849e-e1d5dce89ee7,2,B6-PROD000014,2,4.08,8.17,False,
8e2652ba-d007-4a88-849e-e1d5dce89ee7,3,B10-PROD000008,3,0.92,2.76,False,
08bc06f2-f24c-417d-a1c2-057e2b604685,1,B10-PROD000014,1,59.25,59.25,False,
08bc06f2-f24c-417d-a1c2-057e2b604685,2,B13-PROD000014,1,6.87,6.87,False,
08bc06f2-f24c-417d-a1c2-057e2b604685,3,B2-PROD000016,1,1.24,1.24,False,
6fa6901a-58e2-4179-bd66-e0f1f812ee18,1,PROD000118,1,48.64,48.64,False,
024a7c73-b638-491f-94df-b3f086fbf20a,1,B3-PROD000012,2,45.42,90.83,False,
024a7c73-b638-491f-94df-b3f086fbf20a,2,B17-PROD000008,1,14.88,14.88,True,13.59
024a7c73-b638-491f-94df-b3f086fbf20a,3,B23-PROD000009,2,2.76,5.51,False,
2db75332-930a-49a5-829b-f3d11d514fc7,1,B17-PROD000016,3,9.23,27.69,True,27.25
2db75332-930a-49a5-829b-f3d11d514fc7,2,B8-PROD000004,1,7.56,7.56,False,
2db75332-930a-49a5-829b-f3d11d514fc7,3,B2-PROD000011,1,2.34,2.34,False,
f87124b3-65d8-42ee-92f9-4b6b1243aebf,1,PROD000118,2,23.28,46.56,False,
f87124b3-65d8-42ee-92f9-4b6b1243aebf,2,B15-PROD000011,3,4.34,13.03,False,
ccf2a552-b4f1-430c-918f-5948ceb8c4f6,1,PROD000006,2,14.18,28.36,False,
ccf2a552-b4f1-430c-918f-5948ceb8c4f6,2,B2-PROD000005,1,5.61,5.61,False,
660256a3-ffe6-4165-a941-b75395fad515,1,B10-PROD000019,1,64.08,64.08,False,
660256a3-ffe6-4165-a941-b75395fad515,2,PROD000104,2,3.8,7.59,False,
660256a3-ffe6-4165-a941-b75395fad515,3,B18-PROD000018,1,2.63,2.63,False,
b544c405-0563-4b3d-a6b0-6d52054c9b07,1,B2-PROD000003,1,134.98,134.98,True,119.5
b544c405-0563-4b3d-a6b0-6d52054c9b07,2,B1-PROD000006,1,101.08,101.08,False,
b544c405-0563-4b3d-a6b0-6d52054c9b07,3,B3-PROD000008,1,14.94,14.94,False,
73635429-3b59-41c6-b3f5-9e31c85b2498,1,B23-PROD000001,1,101.1,101.1,True,82.69
73635429-3b59-41c6-b3f5-9e31c85b2498,2,B13-PROD000007,2,14.7,29.39,False,
4fc8f0c0-db97-4a43-a327-96c438b76792,1,B1-PROD000014,1,14.81,14.81,False,
e77ee153-a619-4548-afaf-7ce101352b8f,1,B1-PROD000018,2,20.07,40.14,False,
e77ee153-a619-4548-afaf-7ce101352b8f,2,B15-PROD000007,1,8.36,8.36,False,
e77ee153-a619-4548-afaf-7ce101352b8f,3,B6-PROD000016,1,1.75,1.75,True,1.47
e77ee153-a619-4548-afaf-7ce101352b8f,4,B3-PROD000004,1,0.36,0.36,False,
a9666865-c160-4314-b930-fb5436b0f16d,1,PROD000103,1,40.65,40.65,False,
a9666865-c160-4314-b930-fb5436b0f16d,2,PROD000108,2,18.55,37.1,False,
a9666865-c160-4314-b930-fb5436b0f16d,3,PROD000020,1,7.12,7.12,False,
6737cf83-bc63-4ab9-83ba-01998b9fae5e,1,B17-PROD000008,1,31.74,31.74,False,
6737cf83-bc63-4ab9-83ba-01998b9fae5e,2,PROD000111,1,24.57,24.57,False,
6737cf83-bc63-4ab9-83ba-01998b9fae5e,3,PROD000017,1,4.19,4.19,True,3.19
6737cf83-bc63-4ab9-83ba-01998b9fae5e,4,B15-PROD000008,2,0.65,1.3,False,
d4bd4357-e23b-46cf-82c6-cd8ba8d61f94,1,B18-PROD000008,1,91.92,91.92,False,
d4bd4357-e23b-46cf-82c6-cd8ba8d61f94,2,B10-PROD000020,1,15.11,15.11,False,
d4bd4357-e23b-46cf-82c6-cd8ba8d61f94,3,PROD000112,2,1.66,3.32,True,3.24
d4bd4357-e23b-46cf-82c6-cd8ba8d61f94,4,B23-PROD000011,1,1.18,1.18,False,
1f7b8455-ee1b-4c71-81e2-9f68edf147bf,1,PROD000010,1,173.7,173.7,False,
1f7b8455-ee1b-4c71-81e2-9f68edf147bf,2,PROD000017,2,14.86,29.71,False,
1f7b8455-ee1b-4c71-81e2-9f68edf147bf,3,B8-PROD000005,1,5.92,5.92,False,
1f7b8455-ee1b-4c71-81e2-9f68edf147bf,4,B1-PROD000002,2,0.79,1.58,False,
5d6e4672-b271-4329-bb12-d4cd1018466b,1,B6-PROD000013,1,43.3,43.3,False,
5d6e4672-b271-4329-bb12-d4cd1018466b,2,B1-PROD000016,1,6.25,6.25,False,
5d6e4672-b271-4329-bb12-d4cd1018466b,3,B10-PROD000014,2,0.36,0.72,False,
5d6e4672-b271-4329-bb12-d4cd1018466b,4,B18-PROD000011,1,0.13,0.13,False,
78290fe1-e7d9-44a4-8dd5-15bbdb1ac2ee,1,B13-PROD000018,1,78.05,78.05,False,
78290fe1-e7d9-44a4-8dd5-15bbdb1ac2ee,2,B13-PROD000017,1,17.92,17.92,False,
78290fe1-e7d9-44a4-8dd5-15bbdb1ac2ee,3,B2-PROD000007,2,2.24,4.47,True,3.46
78290fe1-e7d9-44a4-8dd5-15bbdb1ac2ee,4,B3-PROD000019,1,1.67,1.67,False,
6d82b116-f015-4469-b617-5d4fcda29ab8,1,B21-PROD000110,1,112.61,112.61,False,
6d82b116-f015-4469-b617-5d4fcda29ab8,2,PROD000116,1,26.47,26.47,False,
