claim_id,order_id,claim_date,claim_type,claim_status,reported_value,claim_amount,resolution_date,resolution_time_days,refunded_amount
CLM-20210802-44571,8d73cd60-1e10-401c-b955-87927ceaebea,2021-08-02 00:00:00,missing_item,in_investigation,70.79,60.22,,,
CLM-20210729-48469,523a4b94-b346-4aef-9148-1fba16bba864,2021-08-08 02:22:44,non_delivery,resolved,103.75,98.49,2021-09-04 01:00:57,26.94,91.6
CLM-20210815-84302,bdce575c-8577-496d-802c-105cdfe464c6,2021-08-09 00:00:00,damaged,in_investigation,32.56,32.15,,,
CLM-20210821-71726,861c7333-4eb3-4a97-ba19-6c5ec5c665ea,2021-08-12 00:00:00,delay,resolved,125.37,110.59,2021-08-23 19:06:39,11.8,37.73
CLM-20210728-89003,e4985ccd-b847-4573-8b1b-c7dab633ba09,2021-08-12 11:06:08,other,open,6.05,6.1,,,
CLM-20210824-34363,6a50e2ce-66a0-4157-a420-a9a0daddbe65,2021-08-17 06:30:29,damaged,in_investigation,99.51,115.04,,,
CLM-20210828-95550,a486eb58-a9f1-4107-b91e-e1a7fd704648,2021-08-21 00:00:00,wrong_item,rejected,36.92,34.11,2021-08-30 18:01:42,9.75,0.0
CLM-20210813-86693,41c50fbc-612c-4711-a4a2-34e69946493a,2021-08-21 08:07:07,non_delivery,resolved,27.75,27.99,2021-09-28 11:41:09,38.15,26.14
CLM-20210821-87332,2eaafb8e-321e-418f-b702-7c9c8a8415f7,2021-08-22 20:15:15,stolen,resolved,69.78,71.37,2021-09-11 03:41:39,19.31,71.12
CLM-20210828-31125,7dc172b5-8758-4158-978b-f6c8054fecc5,2021-08-23 00:00:00,missing_item,resolved,47.14,55.02,2021-09-02 11:30:02,10.48,37.63
CLM-20210821-86794,89458bba-43ee-45a2-b988-8ef1d311407f,2021-08-24 00:00:00,wrong_item,resolved,91.71,75.75,2021-09-02 18:31:18,9.77,65.94
CLM-20210901-76194,ca86c21d-d01c-425e-84fc-19dc3d11fb49,2021-08-24 00:00:00,damaged,resolved,300.84,295.08,2021-09-11 10:40:24,18.44,281.32
CLM-20210831-90876,439ae68c-1bff-43c1-ad6b-cf1806a644e6,2021-08-25 00:00:00,wrong_item,resolved,67.5,57.21,2021-09-01 19:22:05,7.81,41.94
CLM-20210831-34085,025c0251-3658-4524-b771-45c495b67303,2021-08-26 00:00:00,missing_item,resolved,239.25,206.79,2021-09-10 20:34:24,15.86,106.65
CLM-20210825-80035,bc89b924-14bb-427a-ac72-3cee76fb213f,2021-08-26 00:00:00,damaged,resolved,105.85,125.8,2021-09-14 08:49:04,19.37,125.11
CLM-20210826-52351,74d6e9cd-e5bf-488d-9057-1f45db779064,2021-08-27 10:00:03,other,resolved,23.51,21.1,2021-09-08 23:11:29,12.55,4.49
CLM-20210816-94544,1f5ff4e5-6d5d-4e7e-acf3-0acf4233c961,2021-08-28 00:00:00,missing_item,resolved,10.71,9.41,2021-09-16 01:11:29,19.05,5.12
CLM-20210829-47538,41d75cb7-cfd9-4de9-a378-de697e869c33,2021-08-28 00:00:00,partial_delivery,in_investigation,39.15,45.74,,,
CLM-20210824-48345,9bc712d7-dd0d-4f88-a154-6bb53795cc72,2021-08-28 19:22:51,stolen,open,62.63,52.78,,,
CLM-20210820-32555,20d50299-1a15-46d4-9125-71d0eae0de60,2021-08-28 19:47:58,other,resolved,53.13,49.11,2021-09-11 09:47:21,13.58,16.46
CLM-20210905-95107,aeae3a6f-1535-4984-9954-36f23b0d6d48,2021-08-30 00:00:00,wrong_item,resolved,42.32,47.73,2021-09-09 13:24:20,10.56,42.88
CLM-20210827-36190,d99682f5-4fa0-44a9-9538-c2abd5b54c46,2021-08-30 03:29:31,other,resolved,71.36,70.0,2021-09-12 22:25:30,13.79,8.05
CLM-20210901-33461,b7961ab2-7faa-4a35-80c6-b6ae8dc932a8,2021-09-01 00:00:00,damaged,resolved,179.81,182.5,2021-09-14 05:13:56,13.22,175.83
CLM-20210907-85918,6db5af86-648b-4c67-88c9-9f9ce95a970f,2021-09-01 00:00:00,damaged,rejected,100.43,118.87,2021-09-16 22:36:59,15.94,0.0
CLM-20210903-91617,f398b271-4395-4d9e-8b29-8fe881f6a7f5,2021-09-01 00:00:00,damaged,resolved,25.6,22.38,2021-09-11 13:35:56,10.57,20.83
CLM-20210901-30739,e425e666-a056-482a-ae8d-7687f83dc8c8,2021-09-04 00:00:00,wrong_item,open,30.02,26.51,,,
CLM-20210902-14838,ceeff1ed-834f-489c-9dc8-3f6d9b5f98b4,2021-09-07 00:00:00,missing_item,resolved,87.71,98.64,2021-09-24 10:49:57,17.45,65.89
CLM-20210827-87857,b14e214a-1916-4195-9154-6884d801d2c7,2021-09-08 23:15:47,stolen,in_investigation,60.92,49.79,,,
CLM-20210913-20686,8e941691-bc2f-4757-8e28-c2d923a32c6c,2021-09-09 18:35:40,stolen,resolved,160.19,161.36,2021-10-22 12:45:26,42.76,151.8
CLM-20210922-13870,1e6b9017-090c-4643-b90d-6ad99b41044f,2021-09-11 19:58:24,other,resolved,171.04,201.45,2021-09-19 06:55:27,7.46,30.4
CLM-20210824-59949,2475a03b-242a-46ba-85ae-ee30a2f3b8e5,2021-09-11 21:09:48,other,resolved,39.66,46.33,2021-09-19 23:27:31,8.1,17.26
CLM-20210913-94546,bb44b092-6248-4c8f-affc-09ce5094abe6,2021-09-11 22:36:47,stolen,resolved,67.97,64.84,2021-10-03 13:42:25,21.63,62.1
CLM-20210913-49727,4850df44-333e-48d3-b1a4-6769f2bf0d7f,2021-09-14 00:00:00,damaged,resolved,25.29,23.89,2021-09-29 10:03:44,15.42,22.96
CLM-20210922-93197,683ad528-aa92-4980-8124-76e2224182ce,2021-09-20 00:00:00,delay,resolved,36.85,40.66,2021-09-30 08:49:56,10.37,7.41
CLM-20210927-94930,99226511-7485-4d34-a7f4-7bd2dd0c6fdb,2021-09-20 00:00:00,missing_item,resolved,358.59,397.93,2021-10-06 23:25:34,16.98,274.77
CLM-20210930-50204,9815f947-479f-4f75-836e-a8d081d0b62c,2021-09-21 00:00:00,delay,resolved,77.75,91.2,2021-09-27 07:42:29,6.32,28.06
CLM-20210920-72878,95ab4cb3-24c8-43fb-b030-0b8c4b724b13,2021-09-21 20:33:52,non_delivery,resolved,457.82,527.89,2021-11-04 03:13:34,43.28,480.41
CLM-20211002-13143,f320f3a7-2310-4ff0-900d-6d9ebe5c67d2,2021-09-22 05:02:52,delay,resolved,21.5,25.27,2021-09-27 05:58:21,5.04,9.24
CLM-20210925-69426,41917277-7f6d-466a-8e9a-ba6d29abeae2,2021-09-24 00:00:00,wrong_item,resolved,17.64,17.82,2021-09-29 19:42:36,5.82,13.02
CLM-20210930-49305,d77b0753-da30-44a1-a740-95ab051dbe24,2021-09-27 00:00:00,damaged,resolved,15.16,17.68,2021-10-05 23:07:47,8.96,16.86
CLM-20211005-18039,4f95c83b-fa79-45fd-a39a-1c57009eca61,2021-09-28 00:00:00,missing_item,resolved,50.74,51.49,2021-10-17 17:04:31,19.71,26.65
CLM-20210929-43326,c8ff2457-39f1-42bf-b519-5a1dd362094f,2021-09-28 00:00:00,damaged,resolved,123.31,118.09,2021-10-17 22:45:37,19.95,116.3
CLM-20211006-66422,8616e494-eea9-4cd5-b77d-795dcac4ae31,2021-09-28 21:08:20,stolen,resolved,99.79,84.31,2021-11-04 09:50:01,36.53,83.85
CLM-20211008-88993,1be81760-e2d7-4ee7-9a37-e3ada8076572,2021-09-30 00:00:00,missing_item,in_investigation,160.92,179.6,,,
CLM-20211013-77381,7726dd34-c90e-4f1f-9005-92d45f104d48,2021-10-02 00:00:00,wrong_item,resolved,39.16,34.25,2021-10-10 03:52:34,8.16,26.44
CLM-20211006-52510,6069c910-67aa-4f6a-9907-0a0f3271ee7b,2021-10-05 00:00:00,missing_item,rejected,46.51,48.04,2021-10-13 09:26:53,8.39,0.0
CLM-20211008-58281,3bf44b6f-0a97-419d-895b-fa2799468393,2021-10-07 21:38:00,non_delivery,in_investigation,178.6,209.69,,,
CLM-20211009-21023,26512c4f-483c-4182-b3df-9f7b073c9af8,2021-10-09 00:00:00,missing_item,rejected,130.07,126.88,2021-10-19 06:38:58,10.28,0.0
CLM-20210926-55389,39779afd-76a3-43cc-a441-4eb4d7fb011e,2021-10-09 20:35:24,other,resolved,123.51,148.1,2021-10-16 08:02:19,6.48,17.23
CLM-20211005-54870,d0b8b8bc-1ecf-4f7e-888a-117db112cc0c,2021-10-11 00:00:00,missing_item,resolved,35.42,37.54,2021-10-30 15:51:47,19.66,19.73
CLM-20211021-10169,f08759df-d541-4dd4-b345-7161fa6b39d2,2021-10-11 05:22:05,missing_item,resolved,297.11,352.05,2021-10-21 12:18:15,10.29,186.62
CLM-20211006-37277,0e590c38-8ace-4999-a94a-193c7c255d98,2021-10-11 21:33:58,other,resolved,27.86,26.71,2021-10-24 07:01:07,12.39,3.32
CLM-20211003-67135,97120fdc-bf0a-492b-9247-1cd2953eaf9f,2021-10-12 03:58:40,non_delivery,in_investigation,66.66,64.9,,,
CLM-20211026-49952,9ab2ee65-a7d6-47f0-a734-cf8aa4843777,2021-10-17 00:00:00,missing_item,resolved,61.28,53.18,2021-11-01 03:08:08,15.13,34.31
CLM-20211013-21447,88862220-4207-4dae-af6f-effb383378da,2021-10-18 00:00:00,delay,resolved,55.59,57.89,2021-10-24 07:28:02,6.31,18.41
CLM-20211017-35688,29bf99bc-1bd9-4834-898e-77cb57e11861,2021-10-18 06:05:12,non_delivery,resolved,70.29,62.13,2021-11-07 10:12:51,20.17,61.76
CLM-20211017-73815,c3b5c182-f989-4b7e-bf65-8df8b4cbf041,2021-10-24 15:19:06,other,resolved,14.36,13.01,2021-10-30 11:48:06,5.85,2.66
CLM-20211103-70684,fa5e12d3-8302-4eab-8065-ded3f1477c82,2021-10-28 00:00:00,partial_delivery,rejected,101.68,106.6,2021-11-04 02:49:49,7.12,0.0
CLM-20211025-93422,c6d804e7-25d5-4bd0-84aa-701852f34c22,2021-10-29 00:00:00,damaged,resolved,47.11,51.19,2021-11-13 03:16:41,15.14,50.98
CLM-20211031-30270,ca4fea2e-2ac5-4b54-a933-5637816432ec,2021-10-29 00:00:00,delay,in_investigation,185.9,193.43,,,
CLM-20211106-78408,b07f41ce-074b-49ce-a6e7-2d820fcdac0c,2021-10-30 00:00:00,delay,resolved,41.95,43.89,2021-11-09 16:53:53,10.7,11.51
CLM-20211022-51770,84d8de02-d067-478d-8edf-f8dc58d2c867,2021-11-01 14:06:23,non_delivery,open,83.0,87.72,,,
CLM-20211028-94351,8742e63a-04d0-427f-8e5a-29ba3215da77,2021-11-03 00:00:00,delay,resolved,70.22,66.83,2021-11-15 13:02:11,12.54,12.96
CLM-20211113-99017,931eb48f-d3e8-40e7-8278-72f34a698508,2021-11-05 12:07:19,non_delivery,resolved,68.49,72.64,2021-12-15 07:19:28,39.8,68.72
CLM-20211103-37868,2ef3acac-bd2b-44d8-9484-442f98f3d3a2,2021-11-05 21:43:27,other,resolved,109.1,119.9,2021-11-11 22:37:59,6.04,20.18
CLM-20211113-19458,4b306a24-cfe5-49fe-8c70-4f7057f5229b,2021-11-09 00:00:00,damaged,resolved,88.1,94.56,2021-11-19 22:14:05,10.93,91.48
CLM-20211107-97404,12cbe783-d52b-44b9-8380-c4a4fee952d8,2021-11-09 10:49:30,other,resolved,23.76,26.11,2021-11-18 10:51:50,9.0,10.01
CLM-20211123-30967,d66f5055-504c-4563-9b0b-8261e5bb0e15,2021-11-11 00:00:00,damaged,resolved,31.39,35.87,2021-11-22 08:09:55,11.34,33.69
CLM-20211129-34198,c71f3430-d975-4a22-9750-747a1bc1a275,2021-11-17 00:00:00,wrong_item,resolved,17.52,16.69,2021-11-25 04:55:55,8.21,11.88
CLM-20211116-12506,9acf3643-4447-4900-ab41-39576254c336,2021-11-18 14:38:11,stolen,resolved,88.37,90.68,2021-12-16 03:14:08,27.52,86.51
CLM-20211119-11663,2c75d400-3c8c-4b06-abb0-25a3fe50a044,2021-11-20 00:00:00,delay,resolved,11.16,11.55,2021-11-29 20:02:11,9.83,3.88
CLM-20211128-89921,e45ba3e4-f10b-4efc-8a89-ca4839512ca8,2021-11-22 00:00:00,damaged,resolved,157.92,167.96,2021-12-04 02:46:35,12.12,159.06
CLM-20211117-53025,312fc421-28df-4cff-b156-dae26ce988f8,2021-11-23 00:00:00,delay,resolved,75.37,69.6,2021-12-03 11:11:20,10.47,10.83
CLM-20211124-36897,f73f9da9-611e-4b60-9ec3-8146bde97323,2021-11-24 13:48:12,non_delivery,resolved,315.36,374.64,2021-12-28 05:50:11,33.67,365.8
CLM-20211129-52987,845c5f2c-2982-4ede-a192-e8f8938c742e,2021-11-25 00:00:00,missing_item,rejected,50.74,47.79,2021-12-15 07:41:46,20.32,0.0
CLM-20211130-64435,29c732f2-0f46-4045-96c0-932f7366c102,2021-11-25 00:00:00,damaged,resolved,119.71,130.55,2021-12-09 03:42:49,14.15,126.66
CLM-20211113-90227,a29438f6-42b3-49a7-8504-4ef96c395252,2021-11-26 05:49:16,stolen,resolved,107.15,122.33,2021-12-13 10:00:25,17.17,111.71
CLM-20211129-20862,b6191dde-c03d-417b-93a4-0b43ea1d1309,2021-11-26 07:30:06,stolen,resolved,335.62,300.04,2021-12-24 00:42:00,27.72,274.7
CLM-20211127-15364,7b30b08c-39ce-4b24-b22d-8fdfb3c84824,2021-11-27 00:00:00,missing_item,resolved,134.94,155.94,2021-12-04 18:27:51,7.77,86.23
CLM-20211129-48345,d42c914e-6065-4977-b345-ccd49712a048,2021-11-27 00:00:00,damaged,resolved,112.97,95.9,2021-12-16 05:45:49,19.24,86.89
CLM-20211127-35493,a07aaefe-f904-41ff-839a-6b3d24e01bf3,2021-11-27 00:00:00,damaged,resolved,332.27,379.51,2021-12-10 02:21:49,13.1,355.91
CLM-20211203-85486,56e8376f-0444-4739-960d-568cf984078e,2021-11-28 00:00:00,damaged,open,78.14,63.73,,,
CLM-20211203-54676,d2b7db6e-810d-4115-8809-e29248fe3e22,2021-11-28 00:00:00,partial_delivery,resolved,46.2,48.53,2021-12-10 08:38:59,12.36,30.9
CLM-20211202-75958,c77630cf-b8e3-4d4d-a3e9-0471893cd70e,2021-11-28 08:10:40,stolen,in_investigation,178.26,154.13,,,
CLM-20211130-87450,07e60bc4-b87a-4c6c-bb68-44db657b985f,2021-11-28 09:37:58,stolen,resolved,76.21,61.81,2021-12-14 09:46:11,16.01,60.16
CLM-20211203-51908,d56c5e44-192c-46ca-a855-4e9c8d8467cd,2021-11-29 00:00:00,delay,resolved,33.1,28.76,2021-12-07 18:52:02,8.79,10.06
CLM-20211208-58245,906c05b1-af62-48a9-8e05-6ba217f54c8f,2021-11-30 00:00:00,delay,resolved,113.48,133.42,2021-12-06 16:19:37,6.68,21.28
CLM-20211204-88059,d6747b01-f22a-4333-bc5e-52b6120b0496,2021-11-30 00:00:00,missing_item,resolved,95.01,83.76,2021-12-19 15:20:59,19.64,48.81
CLM-20211202-71072,1f931d2b-cdd3-43ff-9d94-0a38b2084c62,2021-11-30 00:00:00,missing_item,resolved,170.34,163.5,2021-12-09 15:28:30,9.64,118.98
CLM-20211203-93804,9afcde60-d8f4-4fd3-a7a0-74d6cf6d847b,2021-11-30 00:00:00,damaged,rejected,761.0,718.06,2021-12-12 16:10:14,12.67,0.0
CLM-20211129-17485,5984df24-3064-4bb4-8b42-afec83555e80,2021-11-30 10:14:55,non_delivery,resolved,446.07,532.45,2021-12-20 05:24:30,19.8,525.26
CLM-20211209-26786,aee8747f-9eab-49a1-b8c4-577ec1a26e92,2021-12-01 00:00:00,damaged,open,62.17,66.19,,,
CLM-20211203-55302,7341839c-df34-48e3-8c83-7e83da171314,2021-12-01 00:00:00,missing_item,resolved,247.36,289.9,2021-12-15 17:23:17,14.72,214.21
CLM-20211209-52139,ab361222-62bf-4662-9819-37d514a6814f,2021-12-01 00:00:00,missing_item,resolved,194.52,180.21,2021-12-14 18:35:29,13.77,134.12
CLM-20211208-32184,95ae9836-21b4-4ea1-9636-8cca0cb57d1f,2021-12-02 00:00:00,damaged,resolved,203.55,197.2,2021-12-21 21:15:03,19.89,194.82
CLM-20211207-32942,a35f94f8-c6a4-41da-9b04-b79431973734,2021-12-03 00:00:00,damaged,resolved,335.93,294.32,2021-12-22 06:26:17,19.27,281.73
CLM-20211208-97150,78935c3b-542b-4c98-b868-9da1d1f8f9f8,2021-12-03 00:00:00,missing_item,resolved,119.93,137.86,2021-12-10 17:41:53,7.74,105.7
CLM-20211211-59002,4d52a1b2-6b96-4a28-a821-1e1cc86888ff,2021-12-03 00:00:00,missing_item,open,191.23,179.61,,,
CLM-20211129-67266,7365b006-188b-4898-9904-959d6c5c89d7,2021-12-03 12:36:05,stolen,resolved,155.08,166.87,2022-01-13 11:42:08,40.96,163.48
CLM-20211215-60511,50af5d29-c1c8-427c-bb46-3ed4a222fc3f,2021-12-04 00:00:00,missing_item,resolved,114.98,103.1,2021-12-11 00:28:35,7.02,68.87
CLM-20211129-57287,bd94758e-eba4-4c7c-83a9-b69e94826a59,2021-12-04 18:47:28,stolen,in_investigation,398.43,323.49,,,
CLM-20211203-54200,2604a74d-fc74-46ed-a56e-ca9729706662,2021-12-05 00:00:00,missing_item,rejected,120.73,144.87,2021-12-19 11:14:57,14.47,0.0
CLM-20211201-76535,eba9a1f9-0cde-40a3-9d65-f12bb57d6792,2021-12-05 00:00:00,missing_item,resolved,64.8,55.49,2021-12-23 22:47:41,18.95,37.55
CLM-20211210-27970,6953252e-219c-4a15-9eb1-658ce6787357,2021-12-05 00:00:00,missing_item,resolved,111.21,93.4,2021-12-25 22:22:39,20.93,57.92
CLM-20211210-72278,ae1a04c1-9c84-488e-9533-2bf7c6249f8f,2021-12-06 00:00:00,wrong_item,resolved,76.58,88.61,2021-12-19 23:38:00,13.98,57.99
CLM-20211210-53677,403b3e8a-ddf6-4191-a074-1fbae630717f,2021-12-06 16:32:35,stolen,resolved,102.05,90.35,2022-01-17 18:30:34,42.08,89.44
CLM-20211127-68434,6c77996e-8083-41d2-8cef-35810fb8ebd8,2021-12-07 00:00:00,missing_item,resolved,290.02,242.89,2021-12-24 22:23:36,17.93,193.69
CLM-20211204-43539,c6684244-b177-40c0-a1d7-e730cb2e26d8,2021-12-07 20:43:33,stolen,rejected,128.74,150.75,2022-01-12 15:36:17,35.79,0.0
CLM-20211210-81984,c5a2253b-31e4-4e35-a1db-45f96f54e411,2021-12-09 00:00:00,damaged,resolved,72.24,83.12,2021-12-22 05:06:54,13.21,77.17
CLM-20211213-54185,440b8f29-155c-4a04-993d-c80f6677a862,2021-12-09 09:03:07,non_delivery,resolved,31.27,27.12,2022-01-11 22:52:05,33.58,24.64
CLM-20211205-58821,57c0218f-d95e-4883-ab3b-224d915b2f9f,2021-12-10 00:00:00,damaged,resolved,117.7,129.56,2021-12-23 07:05:44,13.3,124.54
CLM-20211217-34240,bea71b3c-2000-4e1e-8296-c4eb017593fe,2021-12-10 00:00:00,delay,resolved,238.89,230.93,2021-12-16 23:20:20,6.97,73.03
CLM-20211222-79428,dfb45e02-c0eb-4902-b94e-7df09acd02c4,2021-12-10 10:29:54,damaged,rejected,70.55,58.88,2021-12-25 17:33:36,15.29,0.0
CLM-20211211-43149,fa1a9fd1-4f48-4c85-bd3e-e8b024b7736d,2021-12-11 00:00:00,damaged,resolved,350.04,290.25,2021-12-30 02:41:48,19.11,273.71
CLM-20211212-33102,11bcb73e-1832-426f-a59a-29b7734eec8a,2021-12-12 00:00:00,damaged,resolved,70.38,78.73,2021-12-24 18:45:55,12.78,72.04
CLM-20211213-50309,444f181a-43d0-47d1-ba8b-929b9bdb0157,2021-12-12 00:00:00,partial_delivery,resolved,35.65,28.65,2021-12-17 07:54:44,5.33,19.45
CLM-20211216-69821,b9c1b8d1-bd24-421d-a34d-b4f45d7fd4e7,2021-12-12 00:00:00,damaged,in_investigation,217.82,255.24,,,
CLM-20211206-11195,1fa641c8-71cf-4d9e-9381-24a975aab41c,2021-12-12 00:00:00,delay,resolved,31.27,30.69,2021-12-19 20:05:29,7.84,11.73
CLM-20211223-25376,e4a961ee-ac7a-4276-a282-56729b25ed92,2021-12-13 19:41:04,stolen,rejected,63.15,75.67,2021-12-28 05:51:38,14.42,0.0
CLM-20211211-54261,f6148ec8-0f28-4f8f-b11f-1cbe3bb50650,2021-12-14 00:00:00,damaged,resolved,88.59,73.58,2021-12-22 08:11:26,8.34,69.86
CLM-20211216-30742,23d660f2-19c9-41d4-90ff-553b5f6f52dc,2021-12-14 00:00:00,damaged,resolved,141.76,120.82,2021-12-25 13:26:51,11.56,115.71
CLM-20211214-74557,f2035f4f-29d7-498e-bc35-9a6b11977a12,2021-12-14 00:00:00,damaged,resolved,91.14,100.42,2021-12-24 02:16:04,10.09,90.66
CLM-20211212-63450,2490c8a5-d379-49ce-8072-234d1a9b68fd,2021-12-14 00:00:00,wrong_item,resolved,75.11,83.68,2021-12-23 22:41:48,9.95,67.28
CLM-20211220-39433,350ad424-9c5d-4b4a-bb28-744edf736de1,2021-12-15 00:00:00,wrong_item,resolved,18.57,15.77,2021-12-27 06:02:41,12.25,9.51
CLM-20211214-85723,0b74d27f-c7a0-4194-aa4d-a77dc7f97849,2021-12-16 00:00:00,damaged,resolved,139.27,125.72,2021-12-26 08:43:44,10.36,116.46
CLM-20211214-59531,0dc90128-9218-4818-be15-e362d61eb6c7,2021-12-16 00:00:00,damaged,resolved,473.03,453.85,2021-12-24 21:59:30,8.92,439.67
CLM-20211215-33354,06900395-eea8-413e-b4ec-504cdda57b68,2021-12-16 00:00:00,damaged,resolved,106.05,117.17,2022-01-04 06:29:56,19.27,115.44
CLM-20211209-30069,83b55676-a431-4c87-93dc-1d84efdaa300,2021-12-16 00:00:00,wrong_item,rejected,416.16,429.39,2021-12-23 05:19:09,7.22,0.0
CLM-20211206-52642,dc9d46c7-3ab0-45ad-9259-bf8a01d3f2c1,2021-12-17 00:00:00,missing_item,rejected,106.5,109.62,2022-01-06 18:34:20,20.77,0.0
CLM-20211207-60314,4eb751f5-b492-4768-bc43-9ffd19663725,2021-12-17 09:34:32,stolen,resolved,386.11,367.78,2022-01-06 03:24:54,19.74,344.07
CLM-20211223-68581,b5b06b08-91bf-44ce-99d6-e1d410998d73,2021-12-18 00:00:00,missing_item,resolved,248.62,209.18,2021-12-28 13:10:41,10.55,162.26
CLM-20211221-92124,1edbbc08-301b-42ac-9703-775db2c76a26,2021-12-18 00:00:00,delay,resolved,133.56,117.59,2021-12-31 03:57:55,13.17,21.07
CLM-20211226-97971,757d0011-09cf-47da-a48a-63328a92316e,2021-12-18 00:00:00,damaged,open,208.3,171.56,,,
CLM-20211216-68552,3c223554-4161-43de-bb2f-7198501d0fc7,2021-12-18 21:26:33,other,resolved,137.02,114.9,2021-12-26 11:09:37,7.57,41.46
CLM-20211227-63520,c65eacfb-62eb-4924-919b-bdf2cd5f4930,2021-12-19 00:00:00,damaged,resolved,425.61,383.55,2022-01-04 13:36:33,16.57,372.97
CLM-20211220-35381,7683d6d0-8e7e-4160-8aac-737f2d2a5519,2021-12-19 00:00:00,missing_item,resolved,46.37,51.25,2022-01-01 00:15:33,13.01,38.87
CLM-20211215-21101,f9573465-15f3-4144-9eaa-695bef932902,2021-12-19 00:00:00,wrong_item,resolved,75.47,75.12,2021-12-29 20:58:50,10.87,47.8
CLM-20211220-15839,45e1c263-c56a-4677-bef3-a17b0d7f4cc4,2021-12-20 00:00:00,delay,resolved,264.38,252.34,2021-12-26 10:34:34,6.44,32.63
CLM-20211216-61044,67db1373-cb28-4ddd-8e75-6855907f61e5,2021-12-20 02:58:22,non_delivery,open,276.43,323.54,,,
CLM-20211225-52230,b52e78f3-fcfc-4f77-a704-f655730b8d98,2021-12-21 00:00:00,missing_item,rejected,161.87,169.51,2022-01-03 10:34:56,13.44,0.0
CLM-20211219-61389,59079aaf-b12b-4141-a571-2c70d63a297d,2021-12-21 00:00:00,delay,resolved,162.59,164.2,2022-01-01 19:48:58,11.83,32.9
CLM-20211221-93910,6a435843-50c5-4113-8930-2352ca305087,2021-12-21 00:00:00,damaged,rejected,31.51,26.68,2022-01-07 00:18:16,17.01,0.0
CLM-20211221-37597,fa92381d-85f3-45e9-bc4b-5758a402f166,2021-12-21 02:15:52,stolen,resolved,226.03,252.17,2022-01-26 12:55:37,36.44,231.64
CLM-20211218-34260,2ef08fe0-7376-4b77-918e-96e1e69a2e64,2021-12-22 00:00:00,missing_item,resolved,10.44,12.21,2021-12-29 12:10:50,7.51,9.24
CLM-20211229-81908,45235216-3085-414d-bf14-a3742777813e,2021-12-23 00:00:00,damaged,resolved,295.16,323.83,2021-12-30 07:41:42,7.32,322.51
CLM-20211227-10637,12841fb6-e0ef-4fef-bd16-efae568376c8,2021-12-23 00:00:00,damaged,resolved,83.61,83.83,2022-01-04 01:17:08,12.05,82.01
CLM-20211229-53839,c7556251-f483-42cd-979f-d238cd7c7327,2021-12-24 00:00:00,damaged,resolved,82.78,72.9,2022-01-01 00:59:49,8.04,65.76
CLM-20211226-39605,4804a222-931d-4fb5-8744-d90e1d8e4e51,2021-12-24 00:00:00,damaged,resolved,27.48,22.28,2022-01-07 17:52:10,14.74,20.53
CLM-20211224-55485,80046662-92e1-49aa-a579-40b01002ef44,2021-12-24 00:00:00,delay,resolved,29.67,30.68,2022-01-01 03:11:19,8.13,9.12
CLM-20211229-31470,d35100e7-2341-4bed-bdcd-f95aca9d58f6,2021-12-25 00:00:00,missing_item,open,217.95,253.85,,,
CLM-20211223-57646,eb803baf-e15a-48fc-8d3f-6f734332276b,2021-12-25 00:00:00,damaged,rejected,55.52,58.86,2022-01-03 22:43:20,9.95,0.0
CLM-20211215-90039,8303449d-c2f3-4afa-baf4-4c9d01bdaef2,2021-12-26 00:00:00,missing_item,resolved,201.12,221.47,2022-01-14 19:00:54,19.79,166.07
CLM-20211226-79998,cc6ecf36-8e68-4dff-a476-f9553b6b878e,2021-12-26 00:00:00,damaged,rejected,193.55,185.56,2022-01-03 10:48:57,8.45,0.0
CLM-20220101-33212,99d0a742-bb23-4f0b-b07b-c5a8e417fd76,2021-12-26 00:00:00,wrong_item,resolved,248.96,220.15,2022-01-04 21:50:38,9.91,143.97
CLM-20211223-47242,4212b0d3-4573-4bd0-9bf7-1ea7faa796cf,2021-12-27 00:00:00,missing_item,in_investigation,278.97,244.96,,,
CLM-20211229-52362,d3d41071-a294-4273-ae02-c198de2af20d,2021-12-28 00:00:00,missing_item,resolved,83.79,73.46,2022-01-16 18:11:11,19.76,37.16
CLM-20211228-23105,3ea01590-f08f-43e4-b1f7-d1d7d91b2ed2,2021-12-29 00:00:00,missing_item,resolved,176.0,163.75,2022-01-12 21:09:42,14.88,91.07
CLM-20220102-38688,1bb288eb-b624-4ad4-a53e-cb2913877e0a,2021-12-30 06:16:04,stolen,rejected,511.56,514.49,2022-01-27 22:41:38,28.68,0.0
CLM-20220102-29861,ff0cfb49-c0ce-4de9-900c-e51e9287519f,2021-12-31 00:00:00,damaged,resolved,157.22,173.5,2022-01-08 15:43:40,8.66,162.57
CLM-20220110-96821,d7572bd8-9fe1-4f7a-9cd4-9c93831d55e3,2021-12-31 00:00:00,delay,resolved,105.18,103.72,2022-01-13 08:07:51,13.34,10.68
CLM-20211225-91122,5476a57f-ec6c-4270-9dc6-85a1525b0671,2021-12-31 20:27:20,other,resolved,19.24,16.4,2022-01-12 03:26:10,11.29,3.88
CLM-20211223-84492,3a86bbd1-5876-4684-83bf-0b755e1249f4,2022-01-01 00:00:00,wrong_item,resolved,133.17,137.23,2022-01-14 13:40:59,13.57,100.56
