order_id,leg_seq,state_code,date_month,entered_at,exited_at,distance_km,leg_duration_hours,vandalism_incidents,theft_incident_flag
152dc602-3402-4096-8fe6-f39e1e7f7f82,3,MO,2024-01-01,2024-01-01 23:59:47,2024-01-02 15:08:43,811,15.15,0,False
152dc602-3402-4096-8fe6-f39e1e7f7f82,4,IN,2024-01-01,2024-01-02 16:57:02,2024-01-03 03:15:42,1199,10.31,0,False
1547412b-7a33-4232-ab8c-e826e1cd6df7,1,ME,2023-12-01,2023-12-27 10:42:23,2023-12-27 13:59:52,1497,3.29,0,False
1547412b-7a33-4232-ab8c-e826e1cd6df7,2,KS,2023-12-01,2023-12-27 21:52:29,2023-12-28 01:02:46,1495,3.17,0,False
1547412b-7a33-4232-ab8c-e826e1cd6df7,3,LA,2023-12-01,2023-12-28 06:16:36,2023-12-28 08:12:57,959,1.94,0,False
1547412b-7a33-4232-ab8c-e826e1cd6df7,4,IL,2023-12-01,2023-12-28 10:55:48,2023-12-28 12:04:16,713,1.14,0,False
1547412b-7a33-4232-ab8c-e826e1cd6df7,5,CT,2023-12-01,2023-12-28 15:05:40,2023-12-28 18:48:56,1914,3.72,0,False
1547412b-7a33-4232-ab8c-e826e1cd6df7,6,GA,2023-12-01,2023-12-28 23:11:32,2023-12-29 02:00:50,1789,2.82,0,False
1547412b-7a33-4232-ab8c-e826e1cd6df7,7,CO,2023-12-01,2023-12-29 12:10:36,2023-12-29 14:05:35,1945,1.92,0,False
154bc586-0dfa-4d5b-8ae5-5962a139e234,1,LA,2023-12-01,2023-12-02 19:29:39,2023-12-03 07:06:11,539,11.61,0,False
154bc586-0dfa-4d5b-8ae5-5962a139e234,2,KY,2023-12-01,2023-12-03 18:27:13,2023-12-04 04:56:11,485,10.48,0,False
154bc586-0dfa-4d5b-8ae5-5962a139e234,3,SC,2023-12-01,2023-12-04 16:53:51,2023-12-04 22:10:31,554,5.28,0,False
1559e3f9-7c29-4ac6-b8f0-b568f3761231,1,ID,2023-04-01,2023-04-13 21:19:12,2023-04-14 10:19:57,608,13.01,0,False
1559e3f9-7c29-4ac6-b8f0-b568f3761231,2,IL,2023-04-01,2023-04-14 20:10:19,2023-04-15 13:53:59,1249,17.73,0,False
1559e3f9-7c29-4ac6-b8f0-b568f3761231,3,TN,2023-04-01,2023-04-15 20:44:55,2023-04-16 04:25:43,463,7.68,0,False
1559e3f9-7c29-4ac6-b8f0-b568f3761231,4,VA,2023-04-01,2023-04-16 10:52:34,2023-04-16 21:09:28,1151,10.28,0,False
155c719f-b20a-4d8b-b737-237a4689a539,1,NE,2021-07-01,2021-07-16 11:24:11,2021-07-16 12:47:51,723,1.39,0,False
155c719f-b20a-4d8b-b737-237a4689a539,2,ND,2021-07-01,2021-07-16 22:52:54,2021-07-16 23:17:00,244,0.4,0,False
155c719f-b20a-4d8b-b737-237a4689a539,3,MI,2021-07-01,2021-07-16 23:25:58,2021-07-17 00:25:58,624,1.0,0,False
155c9a71-b82e-4677-93a5-9e7754f35def,1,MT,2023-04-01,2023-04-04 13:26:15,2023-04-05 02:19:12,553,12.88,0,False
155c9a71-b82e-4677-93a5-9e7754f35def,2,UT,2023-04-01,2023-04-05 07:52:17,2023-04-05 16:19:15,517,8.45,0,False
155c9a71-b82e-4677-93a5-9e7754f35def,3,WA,2023-04-01,2023-04-05 21:13:52,2023-04-05 22:39:47,188,1.43,0,False
1563dafb-8e75-4c0f-9f80-c986ef864aa1,1,ME,2023-09-01,2023-09-06 11:56:56,2023-09-06 17:23:11,372,5.44,0,False
1563dafb-8e75-4c0f-9f80-c986ef864aa1,2,IL,2023-09-01,2023-09-06 22:24:07,2023-09-07 05:00:56,619,6.61,0,False
15653f65-0733-4603-8373-be41a493c35d,1,NY,2024-03-01,2024-03-13 20:41:45,2024-03-14 04:51:57,427,8.17,0,False
15653f65-0733-4603-8373-be41a493c35d,2,MT,2024-03-01,2024-03-14 11:22:56,2024-03-14 17:54:15,412,6.52,0,False
15653f65-0733-4603-8373-be41a493c35d,3,CT,2024-03-01,2024-03-15 05:22:17,2024-03-16 11:46:11,1327,30.4,0,False
15653f65-0733-4603-8373-be41a493c35d,4,VA,2024-03-01,2024-03-16 17:40:30,2024-03-17 16:31:02,1407,22.84,0,False
15653f65-0733-4603-8373-be41a493c35d,5,OH,2024-03-01,2024-03-17 16:49:53,2024-03-18 12:20:26,1143,19.51,0,False
15653f65-0733-4603-8373-be41a493c35d,6,VT,2024-03-01,2024-03-18 16:38:14,2024-03-18 22:38:31,489,6.0,0,False
1566f9f8-fff8-4130-9481-6f94d68303e8,1,IA,2023-04-01,2023-04-05 02:23:50,2023-04-05 10:36:28,556,8.21,0,False
1566f9f8-fff8-4130-9481-6f94d68303e8,2,NM,2023-04-01,2023-04-05 13:27:46,2023-04-05 18:49:07,385,5.36,0,False
1566f9f8-fff8-4130-9481-6f94d68303e8,3,OH,2023-04-01,2023-04-06 01:58:48,2023-04-06 13:21:27,681,11.38,0,False
156d23e6-d5bf-47ea-8757-dd1d207892d8,1,OR,2023-10-01,2023-10-19 06:57:34,2023-10-19 08:13:02,803,1.26,0,False
156d23e6-d5bf-47ea-8757-dd1d207892d8,2,AL,2023-10-01,2023-10-19 12:09:51,2023-10-19 14:27:43,1013,2.3,0,False
156d23e6-d5bf-47ea-8757-dd1d207892d8,3,WA,2023-10-01,2023-10-19 21:40:25,2023-10-19 23:38:46,1035,1.97,0,False
156d23e6-d5bf-47ea-8757-dd1d207892d8,4,IA,2023-10-01,2023-10-20 08:34:06,2023-10-20 09:34:06,779,1.0,0,False
1570a21d-17d1-4179-a07a-3406340141ef,1,SD,2023-06-01,2023-06-24 11:56:05,2023-06-24 16:37:37,190,4.69,0,False
1570a21d-17d1-4179-a07a-3406340141ef,2,MN,2023-06-01,2023-06-24 23:49:23,2023-06-25 07:11:45,417,7.37,0,False
15730ae5-b023-496c-9e6b-c1026a21b57a,1,MT,2022-08-01,2022-08-01 07:01:41,2022-08-02 05:18:00,1314,22.27,0,False
15730ae5-b023-496c-9e6b-c1026a21b57a,2,TX,2022-08-01,2022-08-02 12:01:58,2022-08-03 02:20:40,674,14.31,0,False
15730ae5-b023-496c-9e6b-c1026a21b57a,3,WY,2022-08-01,2022-08-03 03:08:26,2022-08-04 02:25:45,979,23.29,0,False
15730ae5-b023-496c-9e6b-c1026a21b57a,4,AK,2022-08-01,2022-08-04 08:16:34,2022-08-04 16:33:57,629,8.29,1,False
15730ae5-b023-496c-9e6b-c1026a21b57a,5,MD,2022-08-01,2022-08-04 23:11:13,2022-08-05 12:38:48,1337,13.46,0,False
15786fb4-dbb1-4ed1-91ff-aa5752503d2c,1,CT,2024-12-01,2024-12-24 10:07:32,2024-12-24 17:57:56,504,7.84,0,False
15786fb4-dbb1-4ed1-91ff-aa5752503d2c,2,GA,2024-12-01,2024-12-25 01:31:53,2024-12-25 09:19:42,614,7.8,0,False
15786fb4-dbb1-4ed1-91ff-aa5752503d2c,3,TX,2024-12-01,2024-12-25 13:52:07,2024-12-26 00:00:59,564,10.15,0,False
158205b7-4bd4-4447-9f20-c8e399fffcd2,1,NM,2022-07-01,2022-07-05 07:22:01,2022-07-05 20:41:14,479,13.32,0,False
158205b7-4bd4-4447-9f20-c8e399fffcd2,2,WI,2022-07-01,2022-07-05 22:07:40,2022-07-06 05:02:49,745,6.92,0,False
15952e6e-8373-47a5-a760-3822b7667ca4,1,UT,2024-05-01,2024-05-06 21:06:24,2024-05-06 23:45:08,193,2.65,0,False
15952e6e-8373-47a5-a760-3822b7667ca4,2,CA,2024-05-01,2024-05-07 10:41:19,2024-05-07 21:14:48,786,10.56,0,False
15952e6e-8373-47a5-a760-3822b7667ca4,3,NV,2024-05-01,2024-05-08 07:23:08,2024-05-08 16:47:02,439,9.4,0,False
15a1351a-540f-4b4c-a6ee-638c2637673f,1,TX,2022-12-01,2022-12-06 04:05:28,2022-12-06 07:16:57,176,3.19,0,False
15a1351a-540f-4b4c-a6ee-638c2637673f,2,GA,2022-12-01,2022-12-06 13:43:51,2022-12-06 17:03:02,183,3.32,0,False
15a1351a-540f-4b4c-a6ee-638c2637673f,3,FL,2022-12-01,2022-12-06 17:56:29,2022-12-06 20:19:28,175,2.38,0,False
15a198a4-f608-457c-a7f5-bc33e6845ce6,1,VT,2023-12-01,2023-12-08 20:57:25,2023-12-08 23:09:14,1179,2.2,0,False
15a198a4-f608-457c-a7f5-bc33e6845ce6,2,WV,2023-12-01,2023-12-09 06:15:52,2023-12-09 08:18:08,1154,2.04,0,False
15a198a4-f608-457c-a7f5-bc33e6845ce6,3,FL,2023-12-01,2023-12-09 17:42:06,2023-12-09 19:53:14,1075,2.19,0,False
15a198a4-f608-457c-a7f5-bc33e6845ce6,4,ND,2023-12-01,2023-12-10 04:12:08,2023-12-10 05:52:01,1050,1.66,0,False
15a198a4-f608-457c-a7f5-bc33e6845ce6,5,WY,2023-12-01,2023-12-10 16:04:20,2023-12-10 18:00:53,893,1.94,0,False
15a489e3-632d-455d-9f17-a0758dea25e2,1,LA,2021-11-01,2021-11-11 11:58:29,2021-11-12 07:59:49,1144,20.02,0,False
15a489e3-632d-455d-9f17-a0758dea25e2,2,NJ,2021-11-01,2021-11-12 13:47:27,2021-11-13 02:47:44,707,13.0,0,False
15a489e3-632d-455d-9f17-a0758dea25e2,3,GA,2021-11-01,2021-11-13 03:38:38,2021-11-13 15:25:59,461,11.79,0,False
15a489e3-632d-455d-9f17-a0758dea25e2,4,ME,2021-11-01,2021-11-13 17:40:30,2021-11-14 15:54:16,873,22.23,0,False
15a489e3-632d-455d-9f17-a0758dea25e2,5,WV,2021-11-01,2021-11-14 20:46:03,2021-11-16 02:46:59,1023,30.02,0,False
15a489e3-632d-455d-9f17-a0758dea25e2,6,FL,2021-11-01,2021-11-16 13:15:53,2021-11-16 17:48:49,559,4.55,0,False
15b48eb0-7c58-4e6a-a7a9-d7ee500f2691,1,WY,2024-12-01,2024-12-14 08:19:41,2024-12-15 00:55:40,1047,16.6,0,False
15b48eb0-7c58-4e6a-a7a9-d7ee500f2691,2,ME,2024-12-01,2024-12-15 02:50:35,2024-12-15 18:24:56,1006,15.57,0,False
15b48eb0-7c58-4e6a-a7a9-d7ee500f2691,3,GA,2024-12-01,2024-12-16 02:13:27,2024-12-17 03:37:14,1414,25.4,0,False
15b48eb0-7c58-4e6a-a7a9-d7ee500f2691,4,VT,2024-12-01,2024-12-17 06:48:52,2024-12-17 22:45:57,1167,15.95,0,False
15b48eb0-7c58-4e6a-a7a9-d7ee500f2691,5,RI,2024-12-01,2024-12-18 05:01:00,2024-12-18 11:57:18,990,6.94,0,False
15bbda0b-d23d-489d-8ab0-e163922ab006,1,IA,2022-12-01,2022-12-21 11:00:27,2022-12-21 17:21:42,213,6.35,0,False
15bbda0b-d23d-489d-8ab0-e163922ab006,2,ID,2022-12-01,2022-12-22 05:06:18,2022-12-22 15:26:19,403,10.33,0,False
15bbda0b-d23d-489d-8ab0-e163922ab006,3,KS,2022-12-01,2022-12-22 16:02:09,2022-12-22 21:57:50,573,5.93,0,False
15bd12e6-cbe1-420b-9b98-ab1befe21f37,1,NM,2024-12-01,2024-12-10 19:12:22,2024-12-10 20:10:04,663,0.96,0,False
15bd12e6-cbe1-420b-9b98-ab1befe21f37,2,VA,2024-12-01,2024-12-11 00:18:27,2024-12-11 01:39:51,631,1.36,0,False
15bd12e6-cbe1-420b-9b98-ab1befe21f37,3,DE,2024-12-01,2024-12-11 03:31:46,2024-12-11 04:31:46,303,1.0,0,False
15bf0186-ed1c-4f38-b56c-ae7b8f0c8db7,1,KS,2024-08-01,2024-08-19 11:21:51,2024-08-20 00:42:03,720,13.34,0,False
15bf0186-ed1c-4f38-b56c-ae7b8f0c8db7,2,ME,2024-08-01,2024-08-20 07:45:09,2024-08-20 17:28:32,735,9.72,0,False
15bf0186-ed1c-4f38-b56c-ae7b8f0c8db7,3,LA,2024-08-01,2024-08-20 21:35:38,2024-08-21 14:37:38,936,17.03,0,False
15bf0186-ed1c-4f38-b56c-ae7b8f0c8db7,4,AR,2024-08-01,2024-08-21 19:22:06,2024-08-22 05:41:35,1459,10.32,0,False
15c512ad-b78e-4c7b-9d58-f5810d32ee29,1,ID,2025-02-01,2025-02-06 07:14:51,2025-02-07 04:24:47,760,21.17,0,False
15c512ad-b78e-4c7b-9d58-f5810d32ee29,2,LA,2025-02-01,2025-02-07 09:21:36,2025-02-07 21:39:34,765,12.3,0,False
15c512ad-b78e-4c7b-9d58-f5810d32ee29,3,IN,2025-02-01,2025-02-08 06:11:12,2025-02-08 09:26:43,225,3.26,0,False
15c8888c-e03c-4e8b-a1e1-a8a4e0889a91,1,CA,2024-02-01,2024-02-01 10:51:17,2024-02-02 03:15:29,1312,16.4,0,False
15c8888c-e03c-4e8b-a1e1-a8a4e0889a91,2,ID,2024-02-01,2024-02-02 10:45:51,2024-02-03 08:25:18,1112,21.66,0,False
15c8888c-e03c-4e8b-a1e1-a8a4e0889a91,3,AL,2024-02-01,2024-02-03 14:56:41,2024-02-04 09:05:38,1331,18.15,0,False
15c8888c-e03c-4e8b-a1e1-a8a4e0889a91,4,WI,2024-02-01,2024-02-04 17:54:05,2024-02-05 03:43:04,464,9.82,0,False
15c8888c-e03c-4e8b-a1e1-a8a4e0889a91,5,NH,2024-02-01,2024-02-05 08:54:09,2024-02-05 15:33:31,577,6.66,0,False
15d0ffd3-9d3d-4a4b-bb8f-5ac3a4685513,1,OK,2020-09-01,2020-09-20 18:03:36,2020-09-20 23:19:48,389,5.27,0,False
15d0ffd3-9d3d-4a4b-bb8f-5ac3a4685513,2,FL,2020-09-01,2020-09-21 08:58:04,2020-09-21 13:50:03,330,4.87,0,False
15d0ffd3-9d3d-4a4b-bb8f-5ac3a4685513,3,AL,2020-09-01,2020-09-21 21:28:16,2020-09-22 00:40:43,473,3.21,0,False
15d2c48f-2aa8-43ba-85a0-7c008236b8a1,1,OH,2025-03-01,2025-03-08 04:52:15,2025-03-08 17:41:23,566,12.82,0,False
15d2c48f-2aa8-43ba-85a0-7c008236b8a1,2,SD,2025-03-01,2025-03-08 18:10:14,2025-03-09 13:29:35,633,19.32,0,False
15d2c48f-2aa8-43ba-85a0-7c008236b8a1,3,TX,2025-03-01,2025-03-09 18:09:17,2025-03-10 12:34:31,970,18.42,0,False
15d2c48f-2aa8-43ba-85a0-7c008236b8a1,4,VA,2025-03-01,2025-03-10 20:01:46,2025-03-11 14:32:01,864,18.5,0,False
15d2c48f-2aa8-43ba-85a0-7c008236b8a1,5,WY,2025-03-01,2025-03-11 23:39:15,2025-03-12 08:50:57,908,9.19,0,False
15d3db47-b446-4108-857c-2e5f55c614f3,1,MD,2025-07-01,2025-07-09 00:01:03,2025-07-09 13:18:51,566,13.3,0,False
15d3db47-b446-4108-857c-2e5f55c614f3,2,ID,2025-07-01,2025-07-09 23:35:35,2025-07-11 12:31:20,1298,36.93,0,False
15d3db47-b446-4108-857c-2e5f55c614f3,3,OK,2025-07-01,2025-07-12 00:15:34,2025-07-13 08:33:43,1173,32.3,0,False
15d3db47-b446-4108-857c-2e5f55c614f3,4,OR,2025-07-01,2025-07-13 11:07:26,2025-07-14 01:54:28,1251,14.78,0,False
15d9c6eb-cfb8-4827-9244-6be00d4cc04c,1,RI,2020-04-01,2020-04-30 10:24:46,2020-04-30 11:24:46,84,1.0,0,False
15dbd358-11f0-411a-b3dd-87ec6eb343fa,1,ID,2024-11-01,2024-11-02 11:25:44,2024-11-02 13:17:55,1260,1.87,0,False
15dbd358-11f0-411a-b3dd-87ec6eb343fa,2,ID,2024-11-01,2024-11-02 16:32:44,2024-11-02 18:29:26,927,1.94,0,False
15dbd358-11f0-411a-b3dd-87ec6eb343fa,3,MS,2024-11-01,2024-11-03 00:45:00,2024-11-03 01:37:41,533,0.88,0,False
15dbd358-11f0-411a-b3dd-87ec6eb343fa,4,NH,2024-11-01,2024-11-03 08:25:19,2024-11-03 11:12:53,1386,2.79,0,False
15dbd358-11f0-411a-b3dd-87ec6eb343fa,5,VT,2024-11-01,2024-11-03 16:13:32,2024-11-03 17:21:04,1319,1.13,0,False
15e73781-8b72-435e-a4b9-946afe1f6cbd,1,IN,2020-11-01,2020-11-02 20:35:40,2020-11-03 21:50:18,1053,25.24,0,False
15e73781-8b72-435e-a4b9-946afe1f6cbd,2,HI,2020-11-01,2020-11-04 09:26:06,2020-11-04 17:19:09,443,7.88,0,False
15e73781-8b72-435e-a4b9-946afe1f6cbd,3,NJ,2020-11-01,2020-11-04 22:08:53,2020-11-05 11:20:36,647,13.2,0,False
15e73781-8b72-435e-a4b9-946afe1f6cbd,4,AZ,2020-11-01,2020-11-05 20:42:13,2020-11-06 16:33:27,683,19.85,0,False
15e73781-8b72-435e-a4b9-946afe1f6cbd,5,AK,2020-11-01,2020-11-06 16:52:39,2020-11-07 06:07:09,1022,13.24,0,False
15e89c74-6f67-4eff-b713-63d854b593d5,1,WV,2020-07-01,2020-07-25 18:40:58,2020-07-26 05:40:48,422,11.0,0,False
15e89c74-6f67-4eff-b713-63d854b593d5,2,TX,2020-07-01,2020-07-26 07:54:52,2020-07-26 11:16:19,322,3.36,1,False
15e97237-38fb-4611-87ce-e05ff899d20c,1,HI,2023-12-01,2023-12-30 17:18:13,2023-12-30 18:32:06,626,1.23,0,False
15e97237-38fb-4611-87ce-e05ff899d20c,2,DE,2023-12-01,2023-12-30 19:09:34,2023-12-30 20:09:34,429,1.0,0,False
15fd94fc-dc88-4797-954a-2b64e2f2ed66,1,VA,2020-11-01,2020-11-30 18:14:56,2020-11-30 20:03:24,1161,1.81,0,False
15fd94fc-dc88-4797-954a-2b64e2f2ed66,2,NE,2020-11-01,2020-11-30 21:08:20,2020-11-30 22:28:11,794,1.33,0,False
15fd94fc-dc88-4797-954a-2b64e2f2ed66,3,OK,2020-12-01,2020-12-01 09:22:09,2020-12-01 11:01:06,1051,1.65,0,False
15fd94fc-dc88-4797-954a-2b64e2f2ed66,4,AL,2020-12-01,2020-12-01 17:23:51,2020-12-01 18:29:22,684,1.09,0,False
15fd94fc-dc88-4797-954a-2b64e2f2ed66,5,SD,2020-12-01,2020-12-02 01:25:11,2020-12-02 02:25:11,492,1.0,0,False
1606bae0-a215-49e3-9cd9-7022df892886,1,CA,2024-02-01,2024-02-23 13:01:21,2024-02-24 11:10:23,1210,22.15,0,False
1606bae0-a215-49e3-9cd9-7022df892886,2,VA,2024-02-01,2024-02-24 15:46:36,2024-02-25 11:40:44,1139,19.9,0,False
1606bae0-a215-49e3-9cd9-7022df892886,3,MO,2024-02-01,2024-02-25 22:08:41,2024-02-26 13:02:33,752,14.9,0,False
1606bae0-a215-49e3-9cd9-7022df892886,4,CA,2024-02-01,2024-02-26 16:23:41,2024-02-27 01:05:46,600,8.7,0,False
1606bae0-a215-49e3-9cd9-7022df892886,5,NJ,2024-02-01,2024-02-27 04:34:14,2024-02-27 09:41:08,618,5.12,0,False
160aa22e-37c4-40a8-a628-4552eefc6a71,1,NC,2023-05-01,2023-05-03 12:04:32,2023-05-03 13:03:25,500,0.98,0,False
160aa22e-37c4-40a8-a628-4552eefc6a71,2,MA,2023-05-01,2023-05-03 18:01:32,2023-05-03 19:01:32,630,1.0,0,False
161c4639-5be1-427d-b2c7-ee0d83d4a24e,1,UT,2021-07-01,2021-07-08 18:44:31,2021-07-08 19:38:07,509,0.89,0,False
161c4639-5be1-427d-b2c7-ee0d83d4a24e,2,NH,2021-07-01,2021-07-08 21:44:39,2021-07-08 23:28:24,739,1.73,0,False
161c4639-5be1-427d-b2c7-ee0d83d4a24e,3,NM,2021-07-01,2021-07-09 02:09:24,2021-07-09 03:02:13,574,0.88,0,False
161c4639-5be1-427d-b2c7-ee0d83d4a24e,4,CO,2021-07-01,2021-07-09 14:41:13,2021-07-09 15:54:39,1464,1.22,0,False
16275e5b-fa54-4531-82df-79fded55a3b0,1,PA,2020-01-01,2020-01-26 23:00:56,2020-01-27 10:35:52,716,11.58,0,False
16275e5b-fa54-4531-82df-79fded55a3b0,2,AR,2020-01-01,2020-01-27 11:31:07,2020-01-28 23:52:27,1904,36.36,0,False
16275e5b-fa54-4531-82df-79fded55a3b0,3,CA,2020-01-01,2020-01-29 11:31:33,2020-01-30 20:15:50,1673,32.74,0,False
16275e5b-fa54-4531-82df-79fded55a3b0,4,SD,2020-01-01,2020-01-31 06:16:39,2020-02-01 09:30:01,1607,27.22,0,False
16275e5b-fa54-4531-82df-79fded55a3b0,5,UT,2020-02-01,2020-02-01 13:03:39,2020-02-02 10:32:47,970,21.49,0,False
16275e5b-fa54-4531-82df-79fded55a3b0,6,MN,2020-02-01,2020-02-02 12:55:25,2020-02-03 10:08:18,692,21.21,0,False
16275e5b-fa54-4531-82df-79fded55a3b0,7,SC,2020-02-01,2020-02-03 13:58:42,2020-02-04 07:46:25,1932,17.8,0,False
162971cc-1a0d-415c-9588-e49278ae5e3b,1,MO,2020-09-01,2020-09-14 21:29:48,2020-09-15 13:51:26,886,16.36,0,False
162971cc-1a0d-415c-9588-e49278ae5e3b,2,NM,2020-09-01,2020-09-15 14:13:20,2020-09-16 10:11:13,1276,19.96,0,False
162971cc-1a0d-415c-9588-e49278ae5e3b,3,RI,2020-09-01,2020-09-16 11:59:40,2020-09-17 07:16:19,1282,19.28,0,False
162971cc-1a0d-415c-9588-e49278ae5e3b,4,AZ,2020-09-01,2020-09-17 12:23:09,2020-09-17 15:53:58,449,3.51,0,False
162bfb13-7db5-4bfd-953f-b226b92b926d,1,MN,2025-06-01,2025-06-13 13:06:58,2025-06-13 15:01:59,892,1.92,0,False
162bfb13-7db5-4bfd-953f-b226b92b926d,2,HI,2025-06-01,2025-06-13 19:48:44,2025-06-13 21:29:33,869,1.68,0,False
162bfb13-7db5-4bfd-953f-b226b92b926d,3,ND,2025-06-01,2025-06-13 23:23:25,2025-06-14 00:02:26,415,0.65,0,False
162bfb13-7db5-4bfd-953f-b226b92b926d,4,MD,2025-06-01,2025-06-14 07:52:15,2025-06-14 08:52:15,614,1.0,0,False
1638d786-1472-4bac-b2ea-be31f0a4fc02,1,NJ,2023-08-01,2023-08-27 07:46:46,2023-08-27 15:39:33,498,7.88,0,False
1638d786-1472-4bac-b2ea-be31f0a4fc02,2,AZ,2023-08-01,2023-08-28 02:15:56,2023-08-28 06:23:27,219,4.13,0,False
1638d786-1472-4bac-b2ea-be31f0a4fc02,3,CT,2023-08-01,2023-08-28 09:03:58,2023-08-28 14:44:16,457,5.67,0,False
163dc98b-242c-403a-a1bf-f5c5ccecf069,1,WA,2020-02-01,2020-02-04 03:10:46,2020-02-04 04:22:28,735,1.2,0,False
163dc98b-242c-403a-a1bf-f5c5ccecf069,2,RI,2020-02-01,2020-02-04 13:31:11,2020-02-04 14:20:17,387,0.82,0,False
163dc98b-242c-403a-a1bf-f5c5ccecf069,3,RI,2020-02-01,2020-02-04 17:55:25,2020-02-04 18:55:25,742,1.0,0,False
163e3480-bcfa-4bb9-be31-12641daba621,1,AZ,2021-03-01,2021-03-30 16:22:32,2021-03-31 02:41:05,360,10.31,0,False
163e3480-bcfa-4bb9-be31-12641daba621,2,KS,2021-03-01,2021-03-31 14:32:38,2021-03-31 19:19:10,268,4.78,0,False
163e3480-bcfa-4bb9-be31-12641daba621,3,IA,2021-04-01,2021-04-01 05:58:54,2021-04-01 08:08:27,252,2.16,0,False
1643e06c-5159-4631-b3b8-61d24c58d507,1,VA,2020-11-01,2020-11-26 21:50:58,2020-11-27 00:21:04,132,2.5,0,False
165365a1-9f09-46f2-8763-b7638e4729a7,1,KS,2020-09-01,2020-09-03 01:54:52,2020-09-03 23:50:38,1104,21.93,0,False
165365a1-9f09-46f2-8763-b7638e4729a7,2,AR,2020-09-01,2020-09-04 10:27:28,2020-09-05 00:20:02,954,13.88,0,False
165365a1-9f09-46f2-8763-b7638e4729a7,3,TX,2020-09-01,2020-09-05 05:19:10,2020-09-05 12:29:12,626,7.17,0,False
165365a1-9f09-46f2-8763-b7638e4729a7,4,IL,2020-09-01,2020-09-05 23:50:06,2020-09-06 11:53:34,669,12.06,0,False
165365a1-9f09-46f2-8763-b7638e4729a7,5,PA,2020-09-01,2020-09-06 23:25:00,2020-09-07 11:52:28,790,12.46,0,False
165365a1-9f09-46f2-8763-b7638e4729a7,6,WI,2020-09-01,2020-09-07 19:16:52,2020-09-08 07:43:29,1347,12.44,0,False
1653addd-17fb-4a08-a100-70722d011cd9,1,MI,2020-12-01,2020-12-03 07:16:40,2020-12-03 08:09:58,578,0.89,0,False
1653addd-17fb-4a08-a100-70722d011cd9,2,AR,2020-12-01,2020-12-03 08:41:40,2020-12-03 09:32:00,474,0.84,0,False
16567252-a73c-4a46-b5f8-3045a6517c98,1,OK,2021-06-01,2021-06-06 13:55:14,2021-06-06 23:49:39,716,9.91,0,False
16567252-a73c-4a46-b5f8-3045a6517c98,2,TN,2021-06-01,2021-06-07 02:54:03,2021-06-07 10:10:00,441,7.27,0,False
16567252-a73c-4a46-b5f8-3045a6517c98,3,PA,2021-06-01,2021-06-07 16:05:24,2021-06-08 00:00:29,615,7.92,0,False
1658ff18-8847-4f1f-8dae-bee57d814fbe,1,WY,2023-02-01,2023-02-01 19:13:53,2023-02-02 03:35:09,607,8.35,0,False
1658ff18-8847-4f1f-8dae-bee57d814fbe,2,NY,2023-02-01,2023-02-02 12:04:08,2023-02-02 20:03:57,424,8.0,0,False
165b6efd-83b2-4d69-92d9-2b1964d2041b,1,SD,2025-06-01,2025-06-10 20:48:17,2025-06-11 03:05:20,221,6.28,0,False
165b6efd-83b2-4d69-92d9-2b1964d2041b,2,DE,2025-06-01,2025-06-11 03:19:51,2025-06-11 06:50:38,324,3.51,0,False
165e0b9e-04af-4ead-89a5-7269d5c07e9e,1,SC,2020-12-01,2020-12-19 19:07:48,2020-12-19 19:40:45,310,0.55,0,False
165e0b9e-04af-4ead-89a5-7269d5c07e9e,2,LA,2020-12-01,2020-12-19 20:17:01,2020-12-19 21:23:46,537,1.11,0,False
1665d767-a902-442c-b0ae-75eb6c08db65,1,WI,2024-05-01,2024-05-24 20:19:53,2024-05-25 04:52:44,313,8.55,0,False
1665d767-a902-442c-b0ae-75eb6c08db65,2,KY,2024-05-01,2024-05-25 07:44:38,2024-05-25 12:13:40,400,4.48,0,False
166bfee2-e351-4727-8864-3ee252a2f5d0,1,TN,2023-03-01,2023-03-17 19:51:31,2023-03-17 20:13:59,224,0.37,0,False
166bfee2-e351-4727-8864-3ee252a2f5d0,2,AZ,2023-03-01,2023-03-17 20:34:53,2023-03-17 22:11:40,682,1.61,0,False
166bfee2-e351-4727-8864-3ee252a2f5d0,3,NV,2023-03-01,2023-03-18 09:24:29,2023-03-18 10:24:29,584,1.0,0,False
1674dc3f-6ead-44f1-96b0-b38a3d2b58d3,1,IL,2022-02-01,2022-02-25 07:04:24,2022-02-25 14:36:30,504,7.54,0,False
1674dc3f-6ead-44f1-96b0-b38a3d2b58d3,2,WI,2022-02-01,2022-02-25 17:12:09,2022-02-25 21:37:37,379,4.42,0,False
1674dc3f-6ead-44f1-96b0-b38a3d2b58d3,3,TX,2022-02-01,2022-02-26 07:49:28,2022-02-26 10:11:50,349,2.37,0,False
16865cdc-bfe8-4b33-a0ae-5653a0e4f9ec,1,AZ,2020-09-01,2020-09-23 23:56:17,2020-09-24 06:04:26,434,6.14,0,False
16865cdc-bfe8-4b33-a0ae-5653a0e4f9ec,2,AK,2020-09-01,2020-09-24 08:49:00,2020-09-24 21:34:24,498,12.76,0,False
16869f9b-6023-4811-abfb-7326dc176aa3,1,AR,2020-03-01,2020-03-25 10:21:42,2020-03-26 05:34:53,1155,19.22,0,False
